ID,Gloss,Dempwolff_Etymology,Contribution_ID,Comment
29518,"amulet, talisman",,Loan,Probably a __language__GCPh__ innovation borrowed into __language__Kapampangan__. [Dempwolff's (1934-38)](Source#cldf:dempwolff193438) attempt to relate __language__Tagalog__ _antíŋ-antíŋ_ 'amulet' to __language__Malay__ _antiŋ-antiŋ_ 'ear-ring' and similar forms in other western Indonesian languages through a meaning 'pendant' is unconvincing.
29519,animal,,Loan,"Borrowing from __language__Malay__. No general term for 'animal' has been reconstructed for any early __language__AN__ proto-language, and the __language__Malay__ term _binataŋ_ was thus free to fill a gap in the semantic systems of many languages in Indonesia and the southern Philippines. As is often the case with terms for 'animal' in natural languages, this word functioned both as a category marker and as a term of abuse."
29774,animal: stomach of an animal,,Loan,__language__Maranao__ assumed to be a loan from some dialect of __language__Malay__.
29779,Anona: sugar apple: Anona squamosa,,Loan,"[Merrill (1954:152)](Source#cldf:merrill1954) notes that all members of the genus _Annona_ which are found in Southeast Asia are natives of tropical America. The plant evidently was introduced by the Spanish into the central Philippines, and probably into Guam during the same period. From there it spread southward through borrowing from __language__Austronesian__ sources, leaving telltale phonological irregularities in __language__Tiruray__ and the __language__Sangiric__ languages ([Sneddon 1984:122](Source#cldf:sneddon1984))."
29995,answer,*sau(dj) ‘to answer’,Loan,"[Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed &ast;_sau(dj)_ ‘to answer’, including __language__Malay__ _saut_ ‘to answer’.  However, the latter word does not appear in [Wilkinson (1959)](Source#cldf:wilkinson1959), in [Moeliono et al. (1989)](bib-Moeliono), or in [Hapip (1977)](Source#cldf:hapip1977).  This appears to be a late innovation in western Indonesia with possible borrowing from __language__Javanese__ into __language__Balinese__."
29608,"appearance: face, looks, appearance",,Loan,Borrowing from __language__Malay__.
30334,"appropriate: becoming, fitting, appropriate","*pantas ‘be successful, effective’",Loan,"Borrowing from __language__Javanese__ into __language__Malay__, and then diffusion through __language__Malay__ to a wider set of languages.  [Dempwolff (1938)](Source#cldf:dempwolff193438) positied Uraustronesisch _&ast;pantas_ ‘be successful, effective’ (_Erfolgreichsein_)."
30345,"appropriate: proper, fitting, appropriate","*patut ‘proper, fitting’",Loan,"Borrowing from __language__Javanese__ into __language__Malay__, with subsequent wide dispersal via __language__Malay__. [Dempwolff (1938)](Source#cldf:dempwolff193438) compared the __language__Ngaju Dayak__, __language__Malay__, __language__Javanese__ and __language__Toba Batak__ forms with __language__Tagalog__ _patot_ ‘proper, fitting’ and posited Uraustronesisch &ast;_patut_ ‘proper, fitting’, but I have been unable to find the last of these forms in any modern dictionary.  Note the close semantics and probable origin in __language__Javanese__ with subsequent spread by __language__Malay__ for both this form and __language__Malay__ _pantas_, etc."
29634,"approximate: guess, approximate",,Loan,Borrowing from __language__Malay__.
30112,approximately,"*kira ‘to presume, surmise, suspect’",Loan,"Borrowing from __language__Malay__. [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed &ast;_kira_ ‘to presume, surmise, suspect’."
30580,arbor,,Loan,"[Rubino (2000:150)](Source#cldf:rubino2000) lists this as a variant of _ramada_, from Mexican Spanish _ramada_ ‘a shelter’."
30154,areca nut cutter,,Loan,"Borrowing from __language__Malay__, ultimately from Tamil."
30729,"argue, blame",,Loan,"Borrowing from __language__Malay__, ultimately from Arabic."
29520,Argus pheasant,,Loan,Probably early borrowing.
30175,"around: circumambulate, go around the edge",*tepis ‘go around the edge’,Loan,Borrowing from __language__Javanese__?  [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed __language__PAn__ &ast;_tepis_ ‘go around the edge’.
30028,"around: turned around, inverted",*suŋsaŋ ‘turned around’,Loan,Probably a __language__Malay__ loan distribution.  [Dempwolff (1938)](Source#cldf:dempwolff193438) posited &ast;_suŋsaŋ_ ‘turned around’ based on the data considered here minus __language__Karo Batak__ and __language__Old Javanese__.
29521,"arrange, put in order",,Loan,Borrowing from __language__Malay__.
29828,"arrange, put in order",,Loan,Borrowing from __language__Malay__.
29522,arrogant,,Loan,"Borrowing, ultimately from __language__Sanskrit__."
30726,"arrogant: proud, arrogant",,Loan,The __language__Ayta Maganchi__ word probably is an __language__Ilokano__ loan.
29863,arrow,,Loan,"At first sight this comparison looks flawless, but __language__Saisiyat__ _siwaL_ can only reflect &ast;_Ciwal_, and __language__Kavalan__ _siwar_ must reflect &ast;_siwal_ or &ast;_Siwal_, making a reconstruction impossible.  To date a similar form has not been found in any other Formosan language, and although this forms clearly shows greater similarity than can be expected from chance the conditions under which borrowing might have taken place remain obscure."
30200,artificial cockspur,*tazi ‘artificial cockspur’,Loan,"Borrowing from __language__Malay__. The direction of borrowing for this term strongly suggests that cockfighting was introduced into the Austronesian world in western Indonesia, and from there spread northward into the Philippines and eastward to Sulawesi.  [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ &ast;_tazi_ ‘artificial cockspur’ (_Kunstsporn_)."
29865,Artocarpus: jackfruit Artocarpus spp.,,Loan,"Also __language__Malay__ _naŋka_ ‘a fruit; specifically the jack, _Artocarpus integrifolia_; but covering also the soursop, another jackfruit, _Artocarpus lanceaefolia_, and two other plants: _Mallotus macrostachyus_ and _Nauclea purpurascens_ or _Sideroxylon malaccense_’, __language__Karo Batak__ _naŋka_ ‘jackfruit tree and fruit: __language__Balinese__ _naŋka_ ‘breadfruit tree and fruit: _Artocarpus integrifolia_’, __language__Mongondow__ _naŋga_ ‘jackfruit: _Artocarpus integrifolia_’.



The history of this word remains somewhat unclear.  [Merrill (1954:153)](Source#cldf:merrill1954) notes that the jackfruit “although now widely distributed in the archipelago and frequently planted, was an early introduction from tropical Asia.”  By ‘tropical Asia’ he presumably means India, although no further information is given.  Since the word occurs in __language__Old Javanese__ and has spread into a number of Philippine languages, it is likely that its introduction into the Austronesian family goes back at least a millennium.  Its appearance in __language__Chamorro__ presumably is due to contact with Philippine languages such as __language__Tagalog__ during the centuries of Spanish occupation of the Marianas."
29523,ascetic,,Loan,"Borrowing, ultimately from __language__Prakrit__."
30173,ascetic,,Loan,
29824,"aspire: wish, aspire",,Loan,Borrowing from a __language__GCPh__  source into __language__Casiguran Dumagat__.
30099,"assembly: meeting, assembly, gathering","*kampuŋ ‘meeting, assembly, gathering’",Loan,"Almost certainly a product of borrowing from __language__Malay__. [Dempwolff (1938)](Source#cldf:dempwolff193438), who reconstructed &ast;_kampuŋ_ ‘meeting, assembly, gathering’, included __language__Tongan__ _kapu_ ‘to surround, etc.’, __language__Futunan__ _kāpu-i_ ‘encircle’, __language__Samoan__ _Ɂapu_ ‘a cup or dish made of a leaf’ in this comparison, but there seems to be little reason to treat the similarity of the Oceanic forms to those in western Indonesia as anything other than chance resemblances.  For the unexpected __language__Iban__ gloss cf. [Blust (1980b)](Source#cldf:blust1980)."
30418,astonishment,,Loan,Probably a __language__Malay__ loanword that has since disappeared in __language__Malay__.
30174,"attack suddenly, fall upon","*tempuq ‘fall upon, attack’",Loan,"Borrowing from __language__Malay__. [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed &ast;_tempuq_ ‘fall upon, attack’."
30226,"attentive: be attentive, stand guard",*tuŋgu ‘be attentive’,Loan,Borrowing from __language__Malay__. [Dempwolff (1938)](Source#cldf:dempwolff193438) posited ‘Uraustronesisch’ &ast;_tuŋgu_ ‘be attentive’ (aufpassen).
29524,aunt,,Loan,
30008,"average: medium, average, intermediate",*sedaŋ ‘middling amount’,Loan,"[Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed &ast;_sedaŋ_ ‘middling amount’, leaving the last-syllable vowel of the __language__Javanese__ form unexplained.  Since the same problem is found with several other languages, it appears more economical to assume that __language__Malay__ borrowed __language__Javanese__ _səḍəŋ_, with subsequent spread of the loanword into other languages after the merger of last-syllable schwa and &ast;_a_."
29801,"awareness: understanding, awareness",,Loan,Probably a __language__Tagalog__ loan in __language__Itbayaten__.
29829,axe,,Loan,"Borrowing. __language__Ilokano__ _palakól_ is almost certainly a __language__Tagalog__ loan. Similarly, [Schlegel (1971)](Source#cldf:schlegel1971) gives __language__Tiruray__ _felakul_ as a borrowing from __language__Tagalog__. Whatever the source of the __language__Tiruray__ word, it is clearly a loan, and the remaining languages all belong to the __language__Central Philippines__ subgroup."
30457,axe,,Loan,Borrowing of Hokkien _pú-thâu_ ‘axe’.  This comparison was pointed out by Daniel Kaufman.
29525,babble,,Loan,"The __language__Philippine__ forms are borrowed from __language__Spanish__, and __language__Tetun__ _bobu_ from __language__Portuguese__. The similarity of these words to other forms in Indonesia is attributed to chance."
29988,"badge, medal",,Loan,"The meaning of this form rules out any possibility of a reconstruction.  Although it may reflect Spanish _chapa_ ‘sheet of metal; thin board’, both the semantic divergence and its absence in __language__Tagalog__, __language__Cebuano__, or __language__Ilokano__, which were more heavily exposed to Spanish influence than either the Dumagat languages or __language__Maranao__, remains puzzling."
30716,"badly cooked, of rice",,Loan,Probably a __language__Paiwan__ loan in __language__Puyuma__
30639,"bag, sack",,Loan,Probably a __language__Tagalog__ loan distribution.
30216,"balance: scale for weighing, balance",,Loan,"Borrowing from __language__Malay__, ultimately from Persian.  [Dempwolff (1938)](Source#cldf:dempwolff193438) marked this as a loan distribution, but provided a reconstruction simply to illustrate the regularity of the sound correspondences.  However, as with other loans used for a similar purpose, the sound correspondences are not entirely regular, the final glottal stop in __language__Tagalog__ being an immediate clue to its loan status."
30657,"balance for weighing things: scale, balance for weighing things",,Loan,Borrowing from Chinese.
29526,bald,*buTak,Loan,Borrowing from __language__Malay__.
30022,bald,*sulaq ‘be bald’,Loan,"[Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed &ast;_sulaq_ ‘be bald’, but the limited distribution of this form is better explained as a product of borrowing from __language__Malay__."
29527,ball,,Loan,"The __language__Philippine__ forms are borrowed from __language__Spanish__, the Indonesian forms from __language__Portuguese__, either directly or through __language__Malay__."
29528,bamboo,,Loan,"Borrowed into __language__Malay__ from an Indian source, and thence transmitted to __language__Cebuano__ (through __language__Malay__-speaking Chinese?) in the restricted context of parlor games."
29937,bamboo: woven bamboo walling material,,Loan,"Probably a __language__Tagalog__ loan distribution, as shown by the irregular lack of a final consonant in both __language__Agutaynen__ (expected &ast;&ast;_sawalik_), and __language__Cebuano__ (expected &ast;&ast;_sawáli_ʔ)."
30201,bamboo sp.,,Loan,"Borrowing from __language__Malay__. [Dempwolff (1938)](Source#cldf:dempwolff193438) also cites __language__Javanese__ _tələŋ_ ‘kind of climber, creeper’, but I do not find this either in [Pigeaud (1938)](Source#cldf:pigeaud1938) or [Horne (1974)](Source#cldf:horne1974)."
29529,banana sp.,,Loan,Borrowing into __language__Casiguran Dumagat__ from a __language__GCPh__ source.
30359,banana,*pisaŋ ‘banana’,Loan,Borrowing from __language__Malay__. [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed Uraustronesisch &ast;_pisaŋ_ ‘banana’.
30687,banana fritter,,Loan,From Spanish _turron_ ‘nougat sweet’.
30749,banana sp.,,Loan,Probably a __language__Malay__ loan.
30452,banana species,,Loan,Apparently a __language__Tagalog__ loan in __language__Kapampangan__.
30002,band,"*se(n)tagi ‘band, ribbon’",Loan,"[Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed &ast;_se(n)tagi_ ‘band, ribbon’ based on forms in __language__Javanese__, __language__Malay__ and __language__Ngaju Dayak__, but I have been unable to find a __language__Javanese__ form of this word in either [Pigeaud (1938)](Source#cldf:pigeaud1938) or [Horne (1974)](Source#cldf:horne1974).  Given its limited geographical distribution this form is probably best treated as a loanword from __language__Malay__."
30409,"band: ribbon, band",,Loan,Borrowing of Spanish _listón_ ‘ribbon’.
30252,"bandit, robber, thief",,Loan,Probably a __language__Tagalog__ loan distribution.
30227,"banner, pennant","*tuŋgul ‘stand out, project’",Loan,"Borrowing from __language__Malay__. [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ &ast;_tuŋgul_ ‘project; standard, banner’ (_hervorragen, Standarte_)."
30321,"banner, ensign",,Loan,"Borrowed from __language__Javanese__ into __language__Malay__ and from __language__Malay__ into other languages.  [Dempwolff (1938)](Source#cldf:dempwolff193438) gives __language__Tagalog__ _pandi_ ‘banner, ensign’, but I am unable to find this word in any modern dictionary."
29530,bare (of trees),,Loan,"Chance, or borrowing from __language__Malay__."
30234,barter: exchange barter,"*tukar ‘to exchange, barter’",Loan,"Borrowing from __language__Malay__. [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ &ast;_tukar_ ‘to exchange, barter’ (_tauschen_)."
29531,basin,,Loan,Borrowing from English.
29532,basin,,Loan,"Borrowing, ultimate from __language__Spanish__ _palangana_ 'basin'."
29678,basin: metal basin,*bukur,Loan,Borrowing from __language__Malay__.
30394,"basis: foundation, basis","*lapik ‘foundation, basis'",Loan,"Probably a __language__Malay__ loan distribution.  [Dempwolff (1938)](Source#cldf:dempwolff193438) proposed Uraustronesisch &ast;_lapik_ ‘foundation, basis' (_Unterlage_)."
29533,basket,,Loan,Borrowing.
30517,beads,,Loan,Borrowing from Sanskrit.
29534,beans,,Loan,"Borrowing, ultimately from __language__Dutch__."
30186,"bear, endure","*taqan ‘to bear, endure’",Loan,"The history of this word is unclear.  A number of forms seem clearly to have been borrowed from __language__Malay__, including modern __language__Javanese__ _tahan_. However, __language__Old Javanese__ _tahən_ suggests that this was a native word before the modern era.  It is possible that the __language__Old Javanese__ form was borrowed by __language__Malay__, underwent the regular merger of &ast;_a_ and schwa in the ultima, and then was disseminated by __language__Malay__ speakers into a wider range of languages, including modern __language__Javanese__. [Dempwolff (1938)](Source#cldf:dempwolff193438) posited ‘Uraustronesisch’ &ast;_taqan_ ‘to bear, endure’."
29535,beautiful,,Loan,Borrowing from __language__Malay__.
30703,"become: happen, become",,Loan,"Borrowing from __language__Malay__. Other __language__Malay__ loans that contain _j-_ were also borrowed with _y-_ in Philippine languages, as __language__Malay__ _jati_, __language__Cebuano__ _yati_ ‘teak’, or __language__Malay__ _juta_ ‘million’, __language__Tagalog__ _yútaɁ_, _saŋ-yútaɁ_ ‘one hundred thousand’.  Since the __language__Malay__ word itself in the latter comparison is a borrowing of Sanskrit _ayuta_ ‘ten thousand’, it is possible that the Sanskrit form was borrowed directly into Philippine languages rather than through the medium of __language__Malay__, but historical records suggest otherwise.  If we side with the historical records, and assume that Sanskrit loans in Philipppine languages were invariably mediated through __language__Malay__, we must conclude that this word underwent a first loanword adaptation in which /_y_/ was replaced by /_j_/, and then a second loanword adaptation in which this change was reversed.  The phonological adaptation of _jadi_, which appears to be a native __language__Malay__ word, supports this interpretation."
29536,bed,,Loan,"Borrowing. Probably a __language__Malayic__ lexical innovation which diffused to __language__Maranao__ with the introduction of Islam from Brunei. __language__Murut (Timugon)__ _pa-paŋkaw_ 'raised sleeping area' may be unrelated (cf. root &ast;_-kaw_ 'high, tall')."
30157,"bed: cot, bed",,Loan,Borrowing of Spanish _catre_ ‘small bed’.
30086,"beetle: coconut beetle, coconut blight",,Loan,"Apparently a loanword from __language__Tagalog__ into __language__Ilokano__, although the word is phonologically irregular in both __language__Tagalog__ (where _&ast;-d-_ > _r_), and __language__Cebuano__ (where &ast;_-d-_ > _l_)."
29537,beg,,Loan,"Borrowing from __language__Malay__, ultimately from __language__Arabic__."
29655,behavior: irregular behavior,,Loan,Borrowing from __language__Malay__.
29628,"belongings: goods, belongings, things, possessions",,Loan,"Borrowing from __language__Malay__. The term &ast;_baraŋ_ apparently was found in __language__PMP__ as a marker of indefiniteness. The meaning 'things, goods, possessions' evidently was a late innovation in western _Indonesia_, which, together with the reduplicated form of the word, was widely disseminated through borrowing from __language__Malay__."
29729,"belt: purse, money belt",,Loan,Borrowing from __language__Chinese__.
30378,belt or belt clasp,,Loan,Borrowing from __language__Malay__.
29539,bench,,Loan,"Borrowing from __language__Portuguese__, __language__Spanish__ or both."
30096,bench,*kaTil ‘bench’,Loan,"Borrowing from __language__Malay__, ultimately from Tamil.  [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed &ast;_kaTil_ ‘bench’."
30412,bend the head back,,Loan,"Probably a __language__Malay__ loan distribution.  [Dempwolff (1938)](Source#cldf:dempwolff193438) also included __language__Fijian__ _loŋgat-a_ ‘draw a bow (bend it backward)’.  However, this form contains two phonological irregularities 
and is best treated as unrelated to the forms from western Indonesia."
29540,beri beri,,Loan,Borrowing from __language__English__.
30361,"best part: essence, best part",*paTi ‘essence’,Loan,"Borrowing from __language__Malay__. [Dempwolff](Source#cldf:dempwolff193438) also included __language__Tongan__ _matsi_ (= _masi_) ‘essence’, and assigned forms from the three languages to Uraustronesisch &ast;_paTi_ ‘essence’.   I am unable to find an equivalent of the __language__Tongan__ word in [Churchward (1959)](Source#cldf:churchward1959), and even if it could be found, the sound correspondences are irregular, as Dempwolff himself noted."
30641,"bet, wager in gambling",,Loan,From Spanish _apostar_ ‘to bet’.
30003,betel pepper,"*siriq ‘pepper, betel pepper’",Loan,"[Dempwolff (1938)](Source#cldf:dempwolff193438) posited &ast;_siriq_ ‘pepper, betel pepper’, but this comparison is misguided.  __language__Tagalog__ _síli_, like the similar word in many other Philippine languages (__language__Ilokano__ _síli_ ‘hot chili pepper: _Capsicum_ sp.’, __language__Bontok__ _sili_ ‘chili pepper’, __language__Bikol__ _síli_ ‘chili pepper, hot pepper’,   etc.) is borrowed from Mexican Spanish _chile_, itself a loanword from Nahuatl.  The __language__Javanese__ form is irregular, and the __language__Ngaju Dayak__ word may well be a __language__Banjarese__ loan."
30034,betel case,,Loan,"Borrowing, presumably from __language__Malay__."
29925,betel: plant chewed with betel that invigorates,*gambir ‘refreshing’,Loan,"[Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed &ast;_gambir_ ‘refreshing’, but it is now clear that this is a loan distribution due to borrowing from __language__Malay__.  The __language__Tagalog__ form, which he cited from [Laktaw (1914)](Source#cldf:laktaw1914) does not appear in modern dictionaries."
30309,betel nut,,Loan,"The history of this word is puzzling.  _A priori_ it appears to be a straightforward comparison pointing to __language__PAn__ &ast;_pineŋ_ ‘areca nut’, but since better candidates are available for this meaning a reconstruction is immediately suspect.  The gloss of the __language__Pazeh__ form explicitly indicates it as a loanword from Minnan Chinese, and since the __language__Malay__ word appears to be native this raises a question about the direction of borrowing.  The use of betel is not common to Chinese culture as a whole, but is widespread in the Austronesian world, and for this reason it is likely that __language__Malay__ _pinaŋ_ was borrowed by Hokkien speakers, and transported to Taiwan.  There, for reasons that remain obscure, it replaced the native word for this referent (possibly a reflex of __language__PAn__ &ast;_Sawiki_, which is reflected in several divergent Formosan languages)."
30271,"bewail, lament",,Loan,
30688,"bewilder, confuse",,Loan,"From Spanish _atarantar_ ‘confuse, bewilder’."
30590,"bier, frame for holding a coffin",,Loan,"Borrowing of Spanish _andás_ ‘hand-barrow, stretcher; bier’."
29541,"big, large",,Loan,Borrowing from __language__Malay__.
30191,bind tightly,*tambat ‘bind tightly’,Loan,"Probably identical to __language__PWMP__ &ast;_tambej_ ‘tie up, bind tightly’, but with borrowing of the __language__Malay__ form _tambat_ into the other languages cited here.  [Dempwolff (1938)](Source#cldf:dempwolff193438) posited ‘Uraustronesisch’ &ast;_tambat_ ‘bind tightly’."
30192,binding: cane cord used for heavy binding,,Loan,"Probably a loanword from __language__Malay__, although the unreducted medial clusters in Batak languages are problematic under this interpretation."
29542,bird,*buruŋ,Loan,Borrowing from __language__Malay__.
29543,bird sp.,,Loan,Borrowing from __language__Malay__.
29544,bird sp.,,Loan,"[Dempwolff (1934-38)](Source#cldf:dempwolff193438) compared these forms with __language__Javanese__ _siuŋ_, _ciuŋ_ 'name of a bird' (not in [Pigeaud 1938](Source#cldf:pigeaud1938)) and reached a reconstruction &ast;_iuŋ_ 'name of a bird that imitates sounds' by dismissing the discrepancy in the initial consonant of the __language__Javanese__ form. Entirely apart from this phonological problem the mynah is not native to island Southeast Asia, and it seems best to simply discard the comparison."
30113,bird clapper (to frighten them from fields),*kenTuŋ ‘bird clapper’,Loan,"[Dempwolff](Source#cldf:dempwolff193438)  reconstructed &ast;_kenTuŋ_ ‘bird clapper’, but the highly restricted distribution of this form is best explained as a product of borrowing from __language__Malay__. I have, moreover, been unable to find the __language__Javanese__ form he gives in either [Pigeaud (1938)](Source#cldf:pigeaud1938) or [Horne (1974)](Source#cldf:horne1974).  With root [&ast;-tuŋ ](root-acd-r_t.htm#-tuŋ)‘deep resounding sound’."
30064,Bitter orange Seville orange: Citrus aurantium,,Loan,"From Spanish _cajel_ ‘Bitter orange, Seville orange (also called ‘blood orange’), a native of the Mediterranean region that must have been imported into the Philippines directly from Spain, rather than through the usual Mexican route for plants introduced during the Spanish colonial period."
30750,black dye,,Loan,"From Spanish _tinta_ ‘dye, tint’."
30305,blacksmith,,Loan,"Borrowing, ultimately from Sanskrit."
30537,blanket,,Loan,Borrowing of Spanish _manta_ ‘blanket’.
29545,bleat,,Loan,"Borrowed, or a convergent product of onomatopoeia associated with a borrowed animal. Sheep and goats probably were introduced into the Austronesian world during the Indianization of Southeast Asia. From a point or points of entry in western Indonesia they must have spread northward into the Philippines and eastward into the Lesser Sundas. [Fox, J. (1977:43)](bib-Fox) notes that on Roti and Savu in the Lesser Sundas ""Goats are considered the 'real' or 'native' animal ... and sheep have been assimilated to this category."" This may indicate different times of introduction into island Southeast Asia for the two animals, or different rates of diffusion from a common place and time of initial introduction."
29546,blessing,,Loan,"Borrowing, ultimately from __language__Arabic__."
30065,blossom,*kambaŋ ‘to blossom’,Loan,"[Dempwolff (1938)](Source#cldf:dempwolff193438) proposed &ast;_kambaŋ_ ‘to blossom’ (dbl. &ast;_kembaŋ_, &ast;_kembuŋ_), but his comparison appears to conflate disparate elements.  The __language__Tagalog__ form can be more convincingly compared with __language__Malay__ _kəmbaŋ_ ‘expansion; blossoming out; (Java) flower’, __language__Old Javanese__ _kəmbaŋ_, _kambaŋ_ ‘flower’, məmbaŋ ‘to open, of a flower’, __language__Javanese__ _kembaŋ_ ‘flower, blossom’, where it seems clearly to be a loanword.  __language__Ngaju Dayak__ _kambaŋ_ is almost certainly a __language__Javanese__ loan."
29547,blue,*biru,Loan,"Borrowing from __language__Malay__. Under this interpretation the _d_ of __language__Mongondow__ _mo-bidu_ presents difficulties, since it would normally be assumed that where variants in _d_, _r_ appear the _d_ variant is historically primary. However, neither __language__Iban__ _biru_ nor __language__Malay__ _biru_ can regularly reflect &ast;_bidu_, and for the present it is perhaps best to assume that __language__Mongondow__ _mo-bidu_ is a result of analogical back-formation from a loanword with _r_. For instances of hypercorrection involving _r_ and _y_ in the history of __language__Mongondow__ see [Blust (1982)](Source#cldf:blust1982)."
30202,blunt dull,"*tampak ‘to blunt, make something dull’",Loan,"Borrowing from __language__Malay__. [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ &ast;_tampak_ ‘to blunt, make something dull’ (_abstumpfen_)."
