ID,Description,Source,Name,Form_ID,Comment,Doubt,Etymon_ID,Is_Main_Entry
24787_2,,,"PMP *pa(ka)-ajan 'to name, give a name to'",19081-facc780e31a51ebb19956484fb076724-1,,,24787,false
24788_1,,,PWMP *ajiq 'exclamation of pain or surprise',19094-4e31076672b4e774fad61b5220cb5fbe-1,,,24788,true
24789_1,,,PMP *akak 'cackling laughter',19081-41942b96f44a4dd9886d10d3f7d379a3-2,,,24789,true
24790_1,,,PMP *akaR 'root',19081-63a9f0ea7bb98050796b649e85481845-1,,,24790,true
24791_1,,,PMP *akerahaq 'cry of a monkey',19081-2784cb2b719ae59d2f502813d574b7ba-1,,,24791,true
24792_1,,,PAN *aku '1sg. nominative; I',19072-31814b45130b9f247de5cff437cf4d79-1,,,24792,true
24792_2,,,"PAN *i-aku '1sg., I, me'",19072-9cf11f598a43e9c609a40538c53008bf-1,,,24792,false
24792_3,,,"PWMP *aku-en 'acknowledge; receive, accept'",19094-f7771ad3eed2c5829c620855bde4b8ce-1,,,24792,false
24792_4,,,"PAN *k-aku '1sg oblique: to me, for me'",19072-310fbbeb1932f2bc89b53cfe21cc0843-1,,,24792,false
24792_5,,,"PWMP *maŋ-aku 'admit, confess'",19094-4cda134c787bcf4b7403e83f3fb3fdaa-1,,,24792,false
24792_6,,,PMP *ni aku '1sg. agent',19081-cc9654bba0c50ba8ba2c3d7d3d2e38e6-1,,,24792,false
24792_7,,,"POC *ŋau₂ '1sg., I'",19082-0110a762e6f9f5fdfc08afbd23202a0a-1,,,24792,false
24793_1,,,"PAN *alap 'fetch, get, take'",19072-31e408ddee5504dfe4abe135e5833f8b-1,,,24793,true
24793_2,,,"PWMP *ka-alap 'fetched, gotten, taken'",19094-63a8b4f6e68167484bf889dc4bef97a9-1,,,24793,false
24793_3,,,"PWMP *ka-alap-an 'fetched, gotten, taken'",19094-63a8b4f6e68167484bf889dc4bef97a9-2,,,24793,false
24793_4,,,PAN *ma-alap 'be taken',19072-6fcac6db4a9e476de78df55843c9581d-2,,,24793,false
24793_5,,,"PPH *maka-alap 'able to fetch, get, take, reach'",19083-9db7433c1f125e170eb9fea504490fd1-1,,,24793,false
24793_6,,,"PWMP *maŋ-alap 'fetch, get, take'",19094-31e408ddee5504dfe4abe135e5833f8b-1,,,24793,false
24793_7,,,PWMP *paŋ-alap 'means or instrument for catching',19094-990a6ab65131eaf94edb44dd0b48c0f5-1,,,24793,false
24793_8,,,PWMP *paŋ-alap-an 'place where something is fetched',19094-19aac2dbc46c9afe35aa7dbc184df20c-1,,,24793,false
24793_9,,,PAN *in-alap 'that which has been taken; was taken by',19072-f58017d2bf43e9027969ce990ea49b84-1,,,24793,false
24793_10,,,"PWMP *um-alap 'fetch, get, take'",19094-31e408ddee5504dfe4abe135e5833f8b-2,,,24793,false
24793_11,,,PWMP *alap-an 'what is taken (?)',19094-abd36210f8e00a12b038dc7d56a6be21-1,,,24793,false
24793_12,,,"PWMP *alap-en 'fetch, get, take'",19094-31e408ddee5504dfe4abe135e5833f8b-3,,,24793,false
24794_1,,,"PAN *alaq₁ 'fetch, get, take'",19072-31e408ddee5504dfe4abe135e5833f8b-2,,,24794,true
24794_2,,,"PWMP *ma-alaq 'taken, fetched'",19094-c9cf641dbdccc877f3fa6206ee033287-1,,,24794,false
24794_3,,,"PWMP *maŋ-alaq₁ 'fetch, get, take'",19094-31e408ddee5504dfe4abe135e5833f8b-5,,,24794,false
24794_4,,,PWMP *paŋ-alaq 'what is used for getting something',19094-14193bad4eedd192ef93a028535eb650-1,,,24794,false
24794_5,,,"PAN *um-alaq 'fetch, get, take'",19072-31e408ddee5504dfe4abe135e5833f8b-3,,,24794,false
24794_6,,,PAN *alaq-en 'be taken',19072-6fcac6db4a9e476de78df55843c9581d-3,,,24794,false
24795_1,,,PWMP *alaq₂ 'defeat',19094-a12b1ad5e9a955642b8894466ad1af7d-1,,,24795,true
24795_2,,,PWMP *ka-alaq 'defeated',19094-07b43c477f71fa0fb7d6c88ec937d85e-1,,,24795,false
24795_3,,,"PWMP *maŋ-alaq₂ 'defeat, overcome'",19094-83d576ec16e181622ed4256b880d051d-1,,,24795,false
24796_1,,,"PAN *ala 'take, get, fetch, obtain; marry'",19072-aecf46544a744c308ce3477db3443b01-1,,,24796,true
24796_2,,,"PAN *ma-ala 'be fetched, be taken'",19072-0702a1cec40d9a9d39d6f1718c5ec2d3-1,,,24796,false
24796_3,,,"PAN *um-ala 'to fetch, get, take'",19072-53fbdca2f901237ec7479b484fba5fc6-1,,,24796,false
24796_4,,,PAN *ala-en 'be taken',19072-6fcac6db4a9e476de78df55843c9581d-1,,,24796,false
24797_1,,,PWMP *alaq₃ 'resemble',19094-a64842c24e2976b894c5dbe24fe1b740-1,,,24797,true
24799_1,,,PPH *alinaw 'shadow',19083-3bf1114a986ba87ed28fc1b5884fc2f8-1,,,24799,true
24800_1,,,"PMP *aliq 'move, change place'",19081-3ad54496e204141e474c961141658c5a-1,,,24800,true
24801_1,,,PWMP *aliten 'firebrand; unconsumed wood in a fire; charred wood',19094-193459f836bceafee79932b05e3482a2-1,,,24801,true
24802_1,,,PWMP *alub 'put in or over a fire',19094-b590191dc2e7dd02e35a5c834646b01d-1,,,24802,true
24803_1,,,PAN *aluja 'to paddle',19072-9f9f863f5865d596e319253900b8a893-1,,,24803,true
24803_2,,,PAN *pa-aluja 'to paddle',19072-9f9f863f5865d596e319253900b8a893-2,,,24803,false
24805_1,,,"PMP *aluŋ 'shade, shadow'",19081-a4069c2cab9cf8376337f1aeea99fb1f-2,,,24805,true
24806_1,,,PWMP *amak 'mat',19094-4a258d930b7d3409982d727ddbb4ba88-2,,,24806,true
24807_1,,,PWMP *amaq 'to eat',19094-41b400e8245cdc3ac003487b7780f5af-1,,,24807,true
24807_2,,,PWMP *amaq-an 'eating place',19094-6a485b02643582fb745636bdc5e46fae-1,,,24807,false
24808_1,,,PWMP *amaRa 'tree sp.',19094-b9aa3410a67447ce8032dad6fb1eba12-1,,,24808,true
24809_1,,,PAN *amax 'father',19072-0de959beaa82daa7df6ef2286d071a6d-2,,,24809,true
24809_2,,,PAN *da-amax 'father',19072-0de959beaa82daa7df6ef2286d071a6d-3,,,24809,false
24809_3,,,PAN *maR-amax 'to be father and child',19072-1d8246439441898949d22e26a8549ab3-1,,,24809,false
24809_4,,,PAN *si amax 'father (ref.)',19072-c4f76312bfb6183bfdfb6ded9969b136-1,,,24809,false
24809_5,,,PAN *ta-amax 'father (ref.)',19072-c4f76312bfb6183bfdfb6ded9969b136-2,,,24809,false
24809_6,,,PWMP *ka-ama-en 'fatherhood',19094-161744b0911e49b4a7de8f6eacea9361-1,,,24809,false
24809_7,,,PWMP *kam-ama-an 'father’s brother',19094-cec3ccf751293e584abcb2d5b2f34c7a-1,,,24809,false
24809_8,,,PMP *pa(ka)-amax 'treat like a father',19081-076cb288ee026d08cd9cc428c3f412c5-1,,,24809,false
24809_9,,,PWMP *paR-ama-en 'relationship of father and child',19094-e3ec9a557890e8996250c7b6a8e68f16-1,,,24809,false
24809_10,,,PWMP *paRi-amax 'relationship of father and children',19094-a7976e2cf7d911355a0faa049be0f13d-1,,,24809,false
24809_11,,,POC *paRi-tama 'relationship of father and children',19082-a7976e2cf7d911355a0faa049be0f13d-1,,,24809,false
24809_12,,,PWMP *ama-an '(gloss uncertain)',19094-3d5c547190af20d9b421912e7082731b-3,,,24809,false
24809_13,,,PWMP *ama-en 'uncle',19094-18486728d14269ff2367eb29f9fc7aea-1,,,24809,false
24809_14,,,PMP *amá-ŋ 'father (voc.)',19081-357c25389b8ee2ea5fdb033984f39a39-1,,,24809,false
24809_15,,,PMP *ama-q 'father (voc.)',19081-357c25389b8ee2ea5fdb033984f39a39-2,,,24809,false
24809_16,,,PMP *ama-i 'father (voc.)',19081-357c25389b8ee2ea5fdb033984f39a39-3,,,24809,false
24809_17,,,PWMP *ama ama 'stepfather',19094-20a7136c6ce1d6ac75355072ff6501c2-1,,,24809,false
24810_1,,,PWMP *amaŋ amaŋ 'dare to do something',19094-99ce0732439b92e4f667599b0a322345-1,,,24810,true
24811_1,,,PMP *ambak 'stamp or smack against',19081-58179af81327b942a81d6500fd6192d9-1,,,24811,true
24812_1,,,PWMP *ambay 'wave back and forth',19094-aa0a5e290a8819c27e35ff0158bafa14-1,,,24812,true
24813_1,,,PWMP *amben 'belly strap',19094-193d305298a816843aa8dc401e739ae1-1,,,24813,true
24814_1,,,PWMP *ambet 'strap; something wrapped around',19094-d775cc344a3b485ff06924faacd85a23-1,,,24814,true
24815_1,,,PWMP *ambiq 'extension to house',19094-faf4a07966bb927ca6a885923ba3dd8e-1,,,24815,true
24816_1,,,PMP *ambit 'seize with the hands',19081-0838394d4a9ad607922fc2a3bbd078c7-1,,,24816,true
24816_2,,,PWMP *maŋ-ambit 'take with the hands',19094-e93c1e51f756b0208627c934906b3b15-1,,,24816,false
24816_3,,,PWMP *maR-ambit 'take with the hands',19094-e93c1e51f756b0208627c934906b3b15-2,,,24816,false
24817_1,,,"PWMP *ambun 'dew, mist, fog'",19094-a881beec5e784a258654fb73494e08b8-1,,,24817,true
24818_1,,,"PWMP *ambuq 'high, lofty'",19094-6c24c966ed062674b916905892fdc6f5-2,,,24818,true
24819_1,,,"PWMP *ambuŋ 'proud, haughty'",19094-050d2b119fd1bc13a8bc5196ef8d9953-1,,,24819,true
24820_1,,,PWMP *amiaŋ 'any plant with hairs that sting or cause itchiness',19094-f79b03b3c055764d47d7e48298a0fe8b-1,,,24820,true
24821_1,,,PWMP *ampal 'beetle sp.',19094-78ae6940ab8b6549b56829546c6ebebd-1,,,24821,true
24822_1,,,"PMP *ampaw 'empty husk (of rice, etc.)'",19081-6a81e3c55bd22bc2c9a9d91977a54e2c-1,,,24822,true
24823_1,,,"PWMP *ampeRij 'type of finch, rice bird'",19094-87b3db8014606f0f9169155485cc2340-1,,,24823,true
24824_1,,,"PWMP *ampet 'stanch the flow, as of blood'",19094-4c995995ed665d70d47f05f25b56c45d-1,,,24824,true
24825_1,,,PWMP *ampias 'wind-driven rain',19094-9e432dd0893e53f1a4b98795b290e321-1,,,24825,true
24826_1,,,"PWMP *ampik 'pat, clap'",19094-1d48877af4bfcc7ecb1b016227b28c89-2,,,24826,true
24827_1,,,PWMP *ampin 'roll of leaves or cloth',19094-ef931cdcf82d2d53487627ab78df53d6-1,,,24827,true
24828_1,,,"POC *abi 'take hold of, grasp'",19082-09604a22eb145fc273c924d1c30ff5be-1,,,24828,true
24829_1,,,"PWMP *ampuk 'scatter, disperse'",19094-919f8e838c179c77d8a1e909d2a9d05b-1,,,24829,true
24830_1,,,"PMP *ampun 'pardon, forgiveness'",19081-219c3a9df5db14b4650b834e76d93c14-1,,,24830,true
24830_2,,,"PWMP *maŋ-ampun 'pardon, forgive'",19094-7d7a99f4a01811fbed638960ef6554a6-1,,,24830,false
24830_3,,,"PWMP *maŋ-ampun-i 'pardon, forgive'",19094-7d7a99f4a01811fbed638960ef6554a6-2,,,24830,false
24830_4,,,PWMP *paŋ-ampun-an 'forgiveness',19094-77a070cd3e291c4747e9f6c350d05735-1,,,24830,false
24830_5,,,"PWMP *ampun-an 'pardon, forgiveness'",19094-219c3a9df5db14b4650b834e76d93c14-1,,,24830,false
24831_1,,,PAN *amin 'all; finished',19072-45043f9f7b5b9989e11565b6e3ed96a2-1,,,24831,true
24832_1,,,PWMP *anabu 'shrub or small tree: Abroma augusta L.',19094-6097ad3d5ddaac6524b149d17798ff60-1,,,24832,true
24833_1,,,PMP *anaduq 'long (of objects)',19081-ff6bab7678824315606cc8e098f12cd9-1,,,24833,true
24834_1,,,"PAN *aNak 'child, offspring; son, daughter; interest on a loan'",19072-63149c82a91d97ffaef0a217fb7942d2-1,,,24834,true
24834_2,,,PWMP *a-anak-an 'doll',19094-268a155aaa52b56ddc96121a1fd85857-1,,,24834,false
24834_3,,,PAN *aN-aNak 'child',19072-1b7d5726533ab525a8760351e9b5e415-1,,,24834,false
24834_4,,,PWMP *daŋ-sa-anak 'relatives',19094-e5e157178e74f0776237fee94dbbfed4-1,,,24834,false
24834_5,,,"PPH *hin-anak-an 'brood, flock, lots of children'",19083-f17a11883f9e3e7344c0df0976d727cd-1,,,24834,false
24834_6,,,PPH *i-anak 'give birth',19083-743a2ea2f21ad2dbea205b4cb29035f0-1,,,24834,false
24834_7,,,PMP *ka-anak 'have a child',19081-283a8b2aebc78ff8ca14a8ed7ab9c29a-1,,,24834,false
24834_8,,,PAN *ma-anak '(gloss uncertain)',19072-3d5c547190af20d9b421912e7082731b-1,,,24834,false
24834_9,,,PWMP *maka-anak 'consider as one's child',19094-58ec70474eaa5c192a61fa29c62fb011-1,,,24834,false
24834_10,,,PWMP *mampaR-anak aken 'give birth to',19094-91d7ad1e4bda3cc89189b9450c05a5dc-1,,,24834,false
24834_11,,,PWMP *maŋ-anak 'give birth',19094-743a2ea2f21ad2dbea205b4cb29035f0-1,,,24834,false
24834_12,,,"PWMP *maŋ-anak-i 'have children, increase'",19094-e6435e8500443af48b11ac81cfb716fd-1,,,24834,false
24834_13,,,"PMP *maR-anak 'give birth, have a child'",19081-3390106936da28c50d45f65943eae3eb-1,,,24834,false
24834_14,,,PAN *maRe-anak 'parent and child',19072-c337dab603d79a47f5c7556cab2e11f3-1,,,24834,false
24834_15,,,PWMP *pa-anak-an '(gloss uncertain)',19094-3d5c547190af20d9b421912e7082731b-4,,,24834,false
24834_16,,,PWMP *paŋ-anak 'smaller thing of a pair (?)',19094-70c9b512ae0fb21c07d95491bdd7912b-1,,,24834,false
24834_17,,,PWMP *paR-anak 'act of giving birth (?)',19094-b2f67d28d719e83b6eedd858084737d0-1,,,24834,false
24834_18,,,"PWMP *paR-anak-an 'womb, uterus; birth canal'",19094-91c0719820d2c4e5faa2e8622385bce5-1,,,24834,false
24834_19,,,PWMP *sa-anak '(gloss uncertain)',19094-3d5c547190af20d9b421912e7082731b-5,,,24834,false
24834_20,,,"PPH *saŋa-anak 'litter, brood'",19083-95acbf0e9fe66fb0ac79abfab7d7fe35-1,,,24834,false
24834_21,,,"PWMP *um-anak 'give birth, bear a child'",19094-071313ada047d27d3dc5880c4b58c96b-1,,,24834,false
24834_22,,,PWMP *ka-anak-an 'time of birth (?)',19094-69be08338f46380c70eac4da93edbfe3-1,,,24834,false
24834_23,,,"PWMP *kam-anak-en 'nephew, niece'",19094-0e3b75039f39afc1925bd03953fea584-1,,,24834,false
24834_24,,,PWMP *anak-an 'give birth',19094-743a2ea2f21ad2dbea205b4cb29035f0-2,,,24834,false
24834_25,,,"PWMP *anak-en 'brother's child (man speaking), sister's child (woman speaking)'",19094-448408684a5744782f8e7c498b590a4d-1,,,24834,false
24834_26,,,PWMP *anak anak 'small child',19094-df86f6e0997aff5c95f95959ea15ef2c-1,,,24834,false
24834_27,,,PWMP *anak anak-an 'doll',19094-268a155aaa52b56ddc96121a1fd85857-2,,,24834,false
24834_28,,,PMP *anak apij 'twin',19081-f8a6d9182acfae3133fd1f1153f67707-1,,,24834,false
24834_29,,,"PMP *anak bahi, anak babahi, anak binahi 'wife-taking lineage'",19081-aa81220b5a2967807d6b97a698ecf8f5-1,,,24834,false
24834_30,,,PMP *anak buaq 'relative',19081-99c483e1d11b1a279a2a1a3960528487-1,,,24834,false
24834_31,,,"PWMP *anak daRa 'maiden, virgin, girl of marriageable age'",19094-ba4e43e5845593db182f7fa9e4c0896e-1,,,24834,false
24834_32,,,"PMP *anak ma-Ruqanay, anak (la)laki 'wife-giving lineage'",19081-97f9fcb21164d65a625af0a8d89fe286-1,,,24834,false
24834_33,,,PMP *anak a ma-iRaq 'neonate (lit. 'red child')',19081-38d0d7cb2e0fce1f39088bfc471ef580-1,,,24834,false
24834_34,,,"PMP *anak a qulu 'first-born, eldest child (lit. 'head child')'",19081-23f39e07cbe3cf48240397c1c235ca2f-1,,,24834,false
24834_35,,,"PMP *anak i banua 'fellow villager, fellow community-member'",19081-1b6fd8f231fb6085f65742f6d4b0cb19-1,,,24834,false
24834_36,,,"PMP *anak i batu 'small stones, gravel'",19081-0391b9340f119303472754f41d4fc54f-1,,,24834,false
24834_37,,,PWMP *anak i hapuy 'sparks of fire',19094-27c9c461d2c883dda3e578523e90ed0f-1,,,24834,false
24834_38,,,PWMP *anak i haRezan 'step or rung of a ladder',19094-c243b7d4ea3f46d1babb5ce639c8fd24-1,,,24834,false
24834_39,,,"PMP *anak i kahiw 'young tree, sprout'",19081-32d27e6ab3811b8110228fe4ffb918bb-1,,,24834,false
24834_40,,,PMP *anak i lesuŋ 'rice pestle',19081-cab2d7919ef326c51a9a657cbe92140b-1,,,24834,false
24834_41,,,"PMP *anak i lima 'little finger, pinkie'",19081-c6c3f9380847280ac1d24d781e05a6bf-1,,,24834,false
24834_42,,,"PMP *anak i manuk 'chick, baby chicken'",19081-0cef6732cf53f02a4d56226311382fbf-1,,,24834,false
24834_43,,,PMP *anak i mata 'pupil of the eye',19081-adfdb9e6e1b4b22b18d3055e21c59c2f-1,,,24834,false
24834_44,,,PMP *anak i panaq 'arrow',19081-9022a153e6190f10d9b57aa4232b8aea-1,,,24834,false
24834_45,,,PMP *anak i qaRta 'slave',19081-03158cf39c6f316f9ce98a4e034cdc28-1,,,24834,false
24834_46,,,PMP *anak i sumpit 'blowpipe dart',19081-4350aa162458f3adbf388e51675f8ea9-1,,,24834,false
24834_47,,,PMP *anak i tau 'someone else's child',19081-276ac8043443dc79086f1c62c5778791-1,,,24834,false
24834_48,,,PPH *taR-anak 'to care for children',19083-cad6f43e00b1d15c4a18a5b2b25e3fc6-1,,,24834,false
24835_1,,,PWMP *anapiŋ 'cheek',19094-af238f7fa55be68cec87e800e3606c04-1,,,24835,true
24836_1,,,"PAN *aNay 'insect of the order Isoptera: termite, white ant'",19072-44da9e0b236d6fa8049fdad16cee71bd-1,,,24836,true
24836_2,,,PPH *ma-anay 'termite-infested',19083-a764a8933f012a3766fbca537548202d-1,,,24836,false
24836_3,,,"PWMP *anay-en 'eaten by termites, damaged by termites'",19094-8bbd523dc95f660a22d0eebdaaae47fa-1,,,24836,false
24837_1,,,PWMP *anaŋ 'dehortatory exclamation',19094-a9b46dcef35e92f24b37928be3795596-1,,,24837,true
24838_1,,,PWMP *andap 'phosphorescent centipede (?)',19094-50cfa006c41c3c715cdf2e5429d25ccc-1,,,24838,true
